Name,mtd_interval,MEF,ASR,time_to_compromise,host_compromise_ratio,network_size,exposed_endpoints,attack_path_exposure,ROA,risk,shortest_path_variability
NoMTD,100,0,0.8571428571428573,1995.5666929458205,0.48000000000000004,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.875,1995.5666929458205,0.49,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.8928571428571429,1995.5666929458205,0.5,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9107142857142857,1995.5666929458205,0.51,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.8666666666666667,2086.810881074098,0.52,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.8833333333333333,2086.810881074098,0.53,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9,2086.810881074098,0.54,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9166666666666667,2086.810881074098,0.55,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.8750000000000001,2111.810881074098,0.56,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.8906250000000001,2111.810881074098,0.5700000000000001,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9062500000000001,2111.810881074098,0.5800000000000001,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.921875,2111.810881074098,0.59,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.8823529411764706,2212.779491766152,0.6,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.8970588235294118,2212.779491766152,0.61,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9117647058823529,2212.779491766152,0.62,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9264705882352942,2212.779491766152,0.63,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.8888888888888888,2258.5328665907746,0.64,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9027777777777778,2258.5328665907746,0.65,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9166666666666666,2258.5328665907746,0.66,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9305555555555556,2258.5328665907746,0.67,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.8947368421052632,2341.7063263858054,0.68,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9078947368421053,2341.7063263858054,0.6900000000000001,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9210526315789473,2341.7063263858054,0.7000000000000001,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9342105263157897,2341.7063263858054,0.7100000000000001,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9,2423.7813212645196,0.72,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9125,2423.7813212645196,0.73,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.925,2423.7813212645196,0.74,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9375,2423.7813212645196,0.75,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9047619047619048,2448.7813212645196,0.76,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9166666666666666,2448.7813212645196,0.77,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9285714285714286,2448.7813212645196,0.78,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9404761904761905,2448.7813212645196,0.79,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.9090909090909091,2634.059520380859,0.8,25,5,1.0,1.0363503365865372,1.8279095033018364,0
NoMTD,100,0,0.25,352.80671194866164,0.01,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.3333333333333333,711.5746383193305,0.02,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.5,711.5746383193305,0.03,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.4,1031.6530139255847,0.04,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.5,1031.6530139255847,0.05,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.5000000000000001,1368.2760817478004,0.060000000000000005,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.5833333333333333,1368.2760817478004,0.06999999999999999,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.5714285714285714,1417.3271924496169,0.08,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.6428571428571429,1417.3271924496169,0.09,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.5555555555555556,1879.9752077052299,0.09999999999999999,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.6111111111111112,1879.9752077052299,0.11,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.6,1998.2492192835844,0.12,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.65,1998.2492192835844,0.13,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.6363636363636365,2058.1413169981406,0.14,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.6818181818181819,2058.1413169981406,0.15000000000000002,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.6666666666666666,2229.2597583969637,0.16,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7083333333333334,2229.2597583969637,0.17,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.6923076923076924,2471.5102168108074,0.18000000000000002,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7307692307692307,2471.5102168108074,0.19,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.6666666666666666,2832.597423319247,0.2,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7000000000000001,2832.597423319247,0.21000000000000002,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.6875,2868.9114966070456,0.22,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.71875,2868.9114966070456,0.23,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7058823529411766,2977.108287128236,0.24000000000000002,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7352941176470589,2977.108287128236,0.25,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7222222222222222,3027.4277960436375,0.26,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.75,3027.4277960436375,0.27,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7000000000000001,3154.295694242752,0.28,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7250000000000001,3154.295694242752,0.29000000000000004,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.6818181818181818,3249.2756170086473,0.3,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7045454545454546,3249.2756170086473,0.31,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.6956521739130435,3529.10642351761,0.32,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.717391304347826,3529.10642351761,0.33,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7083333333333334,3773.412096422575,0.34,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7291666666666666,3773.412096422575,0.35000000000000003,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7200000000000002,3836.9362916344826,0.36000000000000004,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.74,3836.9362916344826,0.37,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7307692307692307,3963.628225498409,0.38,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.75,3963.628225498409,0.39,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7407407407407407,4042.044769758293,0.4,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7592592592592593,4042.044769758293,0.41000000000000003,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7500000000000001,4324.6330559830885,0.42000000000000004,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7678571428571429,4324.6330559830885,0.43,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7586206896551724,4355.314333302156,0.44,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7758620689655172,4355.314333302156,0.45,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7666666666666667,4508.0276834276465,0.46,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7833333333333333,4508.0276834276465,0.47000000000000003,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7741935483870969,4615.045701462052,0.48000000000000004,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7903225806451613,4615.045701462052,0.49,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.78125,4817.658675482508,0.5,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.796875,4817.658675482508,0.51,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7647058823529411,4977.313629600519,0.52,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7794117647058824,4977.313629600519,0.53,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7714285714285715,5045.0510746311775,0.54,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7857142857142858,5045.0510746311775,0.55,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7777777777777779,5154.279692739887,0.56,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7916666666666667,5154.279692739887,0.5700000000000001,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7837837837837839,5179.279692739887,0.5800000000000001,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7972972972972973,5179.279692739887,0.59,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7692307692307693,5393.925659055023,0.6,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.782051282051282,5393.925659055023,0.61,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.775,5418.925659055023,0.62,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7875,5418.925659055023,0.63,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7804878048780488,5459.157411980866,0.64,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7926829268292683,5459.157411980866,0.65,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7857142857142857,5565.778707129046,0.66,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7976190476190477,5565.778707129046,0.67,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7906976744186046,5590.778707129046,0.68,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.8023255813953488,5590.778707129046,0.6900000000000001,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.7954545454545454,5652.140060906215,0.7000000000000001,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.806818181818182,5652.140060906215,0.7100000000000001,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.8,5698.3598284799,0.72,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.8111111111111111,5698.3598284799,0.73,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.8043478260869565,5740.634303686043,0.74,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.8152173913043478,5740.634303686043,0.75,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.8085106382978723,5795.761223427681,0.76,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.8191489361702128,5795.761223427681,0.77,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.8125,5859.204161532482,0.78,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.8229166666666666,5859.204161532482,0.79,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.8163265306122449,5892.1044039340095,0.8,50,5,0.6177698412698411,0.35273481700083054,1.3251185690967724,0
NoMTD,100,0,0.75,101.00837818920948,0.01,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.375,581.0677406397103,0.02,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.45,654.1364783939107,0.03,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.5,734.1650966874402,0.04,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.625,734.1650966874402,0.05,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6428571428571429,854.3203409826345,0.060000000000000005,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.5833333333333333,1084.5089433698613,0.06999999999999999,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.5454545454545454,1361.1704626614144,0.08,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6136363636363636,1361.1704626614144,0.09,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.5769230769230769,1564.4769904409177,0.09999999999999999,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.5892857142857143,1686.6808269922935,0.11,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6,1954.5310244364919,0.12,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.65,1954.5310244364919,0.13,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6176470588235295,2117.306796571337,0.14,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.5625000000000001,2239.1387797103266,0.15000000000000002,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.5714285714285714,2264.1387797103266,0.16,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6071428571428572,2264.1387797103266,0.17,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6136363636363638,2289.1387797103266,0.18000000000000002,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6195652173913043,2373.922293530371,0.19,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.625,2410.256832712922,0.2,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6562500000000001,2410.256832712922,0.21000000000000002,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.66,2470.8047320025594,0.22,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6634615384615384,2551.371578379423,0.23,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6666666666666666,2582.144004433107,0.24000000000000002,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6944444444444444,2582.144004433107,0.25,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6964285714285714,2632.497501458897,0.26,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.6982758620689655,2705.9427109673898,0.27,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7000000000000001,2885.6277432727825,0.28,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7250000000000001,2885.6277432727825,0.29000000000000004,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7258064516129032,3019.475286794234,0.3,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7265625,3044.475286794234,0.31,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7272727272727273,3072.167424514934,0.32,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.75,3072.167424514934,0.33,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7500000000000001,3135.5557827188723,0.34,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7500000000000001,3228.7292221434054,0.35000000000000003,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7500000000000001,3270.462529173165,0.36000000000000004,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7708333333333334,3270.462529173165,0.37,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7702702702702703,3324.233858009442,0.38,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7697368421052632,3349.233858009442,0.39,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7692307692307693,3374.233858009442,0.4,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7884615384615385,3374.233858009442,0.41000000000000003,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7875000000000001,3517.703393078398,0.42000000000000004,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7865853658536586,3590.108369532537,0.43,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7857142857142857,3622.768703051457,0.44,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.8035714285714286,3622.768703051457,0.45,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.8023255813953488,3647.768703051457,0.46,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.8011363636363636,3681.6643986344534,0.47000000000000003,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.782608695652174,3772.189887921504,0.48000000000000004,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7989130434782609,3772.189887921504,0.49,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.78125,3842.189887921504,0.5,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7806122448979592,3867.189887921504,0.51,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.78,3892.189887921504,0.52,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.795,3892.189887921504,0.53,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7941176470588235,3962.3490289583196,0.54,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7932692307692307,3987.3490289583196,0.55,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.7924528301886794,4116.974148258826,0.56,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.8066037735849058,4116.974148258826,0.5700000000000001,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.8055555555555557,4347.836206796448,0.5800000000000001,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.8045454545454546,4372.836206796448,0.59,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.8035714285714286,4397.836206796448,0.6,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
NoMTD,100,0,0.8169642857142857,4397.836206796448,0.61,75,5,0.5637195767195767,0.38570197930611505,1.246235000704388,0
